Research_Question,Feature_Set,Train_RMSE,Train_RSQ,Test_RMSE,Test_RSQ
RQ1,Embeddings,0.9761541896246559,0.3430093738051327,0.9968518464815962,0.3409881294111043
RQ1,Tokens,1.0284846902923743,0.23013278068185833,1.0513788605188374,0.22203597713839052
RQ2,Tokens,1.0297834769736172,0.22898888538679926,1.0462583493223518,0.22897403674798186
RQ2,Topics,1.1887272916494172,0.0010831810442454692,1.2084368445844096,9.392733009357399e-5
RQ3,Combined,0.9845841096849999,0.3356727033130478,0.9670781340375536,0.3438500259054796
RQ3,Embeddings,0.9814177616272071,0.3398322698621259,0.9697636449059167,0.341511617593395
RQ3,Topics,1.1967119415968603,0.0026825408746046146,1.1801914457292744,1.3144699224290025e-6
